Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)						
8	25	16	32	12.5								
8	25	16	64	25								
8	25	32	2	12.5								
8	25	32	4	20								
8	25	32	8	25								
8	25	32	16	21.25								
8	25	32	32	33.75								
8	25	32	64	12.5								
8	30	2	2	31.25								
8	30	2	4	12.5								
8	30	2	8	12.5								
8	30	2	16	30								
8	30	2	32	51.25								
8	30	2	64	47.5								
8	30	4	2	23.75								
8	30	4	4	26.25								
8	30	4	8	12.5								
8	30	4	16	12.5								
8	30	4	32	32.5								
8	30	4	64	37.5								
8	30	8	2	15								
8	30	8	4	25								
8	30	8	8	36.25								
8	30	8	16	40								
8	30	8	32	12.5								
8	30	8	64	27.5								
8	30	16	2	26.25								
8	30	16	4	12.5								
8	30	16	8	12.5								
8	30	16	16	25								
8	30	16	32	27.5								
8	30	16	64	32.5								
8	30	32	2	17.5								
8	30	32	4	12.5								
8	30	32	8	12.5								
8	30	32	16	12.5								
8	30	32	32	28.75								
8	30	32	64	30								
8	35	2	2	25								
8	35	2	4	45								
8	35	2	8	12.5								
8	35	2	16	12.5								
8	35	2	32	12.5								
8	35	2	64	45								
8	35	4	2	12.5								
8	35	4	4	25								
8	35	4	8	32.5								
8	35	4	16	27.5								
8	35	4	32	12.5								
8	35	4	64	41.25								
8	35	8	2	12.5								
8	35	8	4	35								
8	35	8	8	13.75								
8	35	8	16	36.25								
8	35	8	32	45								
8	35	8	64	12.5								
8	35	16	2	12.5								
8	35	16	4	12.5								
8	35	16	8	25								
8	35	16	16	12.5								
8	35	16	32	28.75								
8	35	16	64	23.75								
8	35	32	2	12.5								
8	35	32	4	6.25								
8	35	32	8	17.5								
8	35	32	16	23.75								
8	35	32	32	33.75								
8	35	32	64	32.5								
8	40	2	2	45								
8	40	2	4	41.25								
8	40	2	8	43.75								
8	40	2	16	46.25								
8	40	2	32	51.25								
8	40	2	64	56.25								
8	40	4	2	26.25								
8	40	4	4	12.5								
8	40	4	8	12.5								
8	40	4	16	51.25								
8	40	4	32	40								
8	40	4	64	53.75								
8	40	8	2	12.5								
8	40	8	4	31.25								
8	40	8	8	12.5								
8	40	8	16	51.25								
8	40	8	32	47.5								
8	40	8	64	47.5								
8	40	16	2	12.5								
8	40	16	4	13.75								
8	40	16	8	25								
8	40	16	16	31.25								
8	40	16	32	40								
8	40	16	64	26.25								
8	40	32	2	25								
8	40	32	4	12.5								
8	40	32	8	25								
8	40	32	16	35								
8	40	32	32	30								
8	40	32	64	35								
8	50	2	2	12.5								
8	50	2	4	12.5								
8	50	2	8	56.25								
8	50	2	16	56.25								
8	50	2	32	55								
8	50	2	64	51.25								
8	50	4	2	12.5								
8	50	4	4	33.75								
8	50	4	8	40								
8	50	4	16	43.75								
8	50	4	32	12.5								
8	50	4	64	53.75								
8	50	8	2	12.5								
8	50	8	4	12.5								
8	50	8	8	12.5								
8	50	8	16	47.5								
8	50	8	32	46.25								
8	50	8	64	46.25								
8	50	16	2	12.5								
8	50	16	4	17.5								
8	50	16	8	40								
8	50	16	16	12.5								
8	50	16	32	40								
8	50	16	64	33.75								
8	50	32	2	12.5								
8	50	32	4	11.25								
8	50	32	8	36.25								
8	50	32	16	12.5								
8	50	32	32	25								
8	50	32	64	41.25								
8	60	2	2	25								
8	60	2	4	12.5								
8	60	2	8	58.75								
8	60	2	16	48.75								
8	60	2	32	53.75								
8	60	2	64	52.5								
8	60	4	2	26.25								
8	60	4	4	40								
8	60	4	8	46.25								
8	60	4	16	55								
8	60	4	32	12.5								
8	60	4	64	50								
8	60	8	2	12.5								
8	60	8	4	26.25								
8	60	8	8	33.75								
8	60	8	16	50								
8	60	8	32	50								
8	60	8	64	12.5								
8	60	16	2	12.5								
8	60	16	4	12.5								
8	60	16	8	40								
8	60	16	16	12.5								
8	60	16	32	25								
8	60	16	64	35								
8	60	32	2	12.5								
8	60	32	4	13.75								
8	60	32	8	30								
8	60	32	16	27.5								
8	60	32	32	12.5								
8	60	32	64	25								
8	100	2	2	12.5								
8	100	2	4	41.25								
8	100	2	8	55								
8	100	2	16	57.5								
8	100	2	32	57.5								
8	100	2	64	56.25								
8	100	4	2	12.5								
8	100	4	4	47.5								
8	100	4	8	12.5								
8	100	4	16	12.5								
8	100	4	32	55								
8	100	4	64	12.5								
8	100	8	2	47.5								
8	100	8	4	12.5								
8	100	8	8	55								
8	100	8	16	52.5								
8	100	8	32	52.5								
8	100	8	64	53.75								
8	100	16	2	36.25								
8	100	16	4	27.5								
8	100	16	8	47.5								
8	100	16	16	50								
8	100	16	32	55								
8	100	16	64	40								
8	100	32	2	25								
8	100	32	4	12.5								
8	100	32	8	12.5								
8	100	32	16	41.25								
8	100	32	32	40								
8	100	32	64	48.75								
Jumlah Input pada Flatten	Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Akurasi (%)
16	5	2	2	12.5
16	5	2	4	33.75
16	5	2	8	22.5
16	5	2	16	12.5
16	5	2	32	31.25
16	5	2	64	52.5
16	5	4	2	12.5
16	5	4	4	22.5
16	5	4	8	12.5
16	5	4	16	25
16	5	4	32	12.5
16	5	4	64	41.25
16	5	8	2	13.75
16	5	8	4	13.75
16	5	8	8	23.75
16	5	8	16	36.25
16	5	8	32	22.5
16	5	8	64	47.5
16	5	16	2	27.5
16	5	16	4	12.5
16	5	16	8	17.5
16	5	16	16	40
16	5	16	32	12.5
16	5	16	64	23.75
16	5	32	2	12.5
16	5	32	4	16.25
16	5	32	8	17.5
16	5	32	16	10
16	5	32	32	28.75
16	5	32	64	12.5
16	10	2	2	17.5
16	10	2	4	25
16	10	2	8	30
16	10	2	16	53.75
16	10	2	32	80
16	10	2	64	82.5
16	10	4	2	5
16	10	4	4	28.75
16	10	4	8	35
16	10	4	16	36.25
16	10	4	32	12.5
16	10	4	64	37.5
16	10	8	2	12.5
16	10	8	4	12.5
16	10	8	8	12.5
16	10	8	16	18.75
16	10	8	32	27.5
16	10	8	64	40
16	10	16	2	12.5
16	10	16	4	12.5
16	10	16	8	20
16	10	16	16	37.5
16	10	16	32	46.25
16	10	16	64	35
16	10	32	2	11.25
16	10	32	4	17.5
16	10	32	8	15
16	10	32	16	12.5
16	10	32	32	26.25
16	10	32	64	38.75
16	15	2	2	10
16	15	2	4	30
16	15	2	8	47.5
16	15	2	16	12.5
16	15	2	32	95
16	15	2	64	87.5
16	15	4	2	12.5
16	15	4	4	23.75
16	15	4	8	47.5
16	15	4	16	12.5
16	15	4	32	65
16	15	4	64	73.75
16	15	8	2	25
16	15	8	4	18.75
16	15	8	8	30
16	15	8	16	31.25
16	15	8	32	40
16	15	8	64	78.75
16	15	16	2	12.5
16	15	16	4	12.5
16	15	16	8	15
16	15	16	16	28.75
16	15	16	32	32.5
16	15	16	64	33.75
16	15	32	2	13.75
16	15	32	4	12.5
16	15	32	8	25
16	15	32	16	25
16	15	32	32	12.5
16	15	32	64	33.75
16	20	2	2	12.5
16	20	2	4	45
16	20	2	8	12.5
16	20	2	16	80
16	20	2	32	92.5
16	20	2	64	92.5
16	20	4	2	25
16	20	4	4	12.5
16	20	4	8	23.75
16	20	4	16	71.25
16	20	4	32	85
16	20	4	64	88.75
16	20	8	2	12.5
16	20	8	4	5
16	20	8	8	12.5
16	20	8	16	12.5
16	20	8	32	57.5
16	20	8	64	12.5
16	20	16	2	12.5
16	20	16	4	25
16	20	16	8	21.25
16	20	16	16	26.25
16	20	16	32	36.25
16	20	16	64	27.5
16	20	32	2	12.5
16	20	32	4	5
16	20	32	8	13.75
16	20	32	16	31.25
16	20	32	32	37.5
16	20	32	64	12.5
16	25	2	2	31.25
16	25	2	4	25
16	25	2	8	93.75
16	25	2	16	83.75
16	25	2	32	83.75
16	25	2	64	92.5
16	25	4	2	12.5
16	25	4	4	12.5
16	25	4	8	58.75
16	25	4	16	12.5
16	25	4	32	93.75
16	25	4	64	86.25
16	25	8	2	12.5
16	25	8	4	18.75
16	25	8	8	31.25
16	25	8	16	43.75
16	25	8	32	65
16	25	8	64	12.5
16	25	16	2	21.25
16	25	16	4	23.75
16	25	16	8	25
16	25	16	16	37.5
16	25	16	32	48.75
16	25	16	64	46.25
16	25	32	2	12.5
16	25	32	4	1.25
16	25	32	8	27.5
16	25	32	16	12.5
16	25	32	32	37.5
16	25	32	64	58.75
16	30	2	2	12.5
16	30	2	4	73.75
16	30	2	8	92.5
16	30	2	16	98.75
16	30	2	32	12.5
16	30	2	64	12.5
16	30	4	2	12.5
16	30	4	4	22.5
16	30	4	8	73.75
16	30	4	16	12.5
16	30	4	32	95
16	30	4	64	56.25
16	30	8	2	12.5
16	30	8	4	25
16	30	8	8	35
16	30	8	16	43.75
16	30	8	32	83.75
16	30	8	64	55
16	30	16	2	17.5
16	30	16	4	25
16	30	16	8	12.5
16	30	16	16	37.5
16	30	16	32	58.75
16	30	16	64	12.5
16	30	32	2	12.5
16	30	32	4	17.5
16	30	32	8	22.5
16	30	32	16	53.75
16	30	32	32	40
16	30	32	64	37.5
16	35	2	2	28.75
16	35	2	4	12.5
16	35	2	8	88.75
16	35	2	16	85
16	35	2	32	12.5
16	35	2	64	96.25
16	35	4	2	33.75
16	35	4	4	12.5
16	35	4	8	71.25
16	35	4	16	95
16	35	4	32	12.5
16	35	4	64	90
16	35	8	2	12.5
16	35	8	4	32.5
16	35	8	8	37.5
16	35	8	16	52.5
16	35	8	32	83.75
16	35	8	64	67.5
16	35	16	2	12.5
16	35	16	4	26.25
16	35	16	8	37.5
16	35	16	16	12.5
16	35	16	32	41.25
16	35	16	64	68.75
16	35	32	2	12.5
16	35	32	4	12.5
16	35	32	8	21.25
16	35	32	16	26.25
16	35	32	32	12.5
16	35	32	64	32.5
16	40	2	2	27.5
16	40	2	4	47.5
16	40	2	8	83.75
16	40	2	16	63.75
16	40	2	32	87.5
16	40	2	64	88.75
16	40	4	2	12.5
16	40	4	4	80
16	40	4	8	65
16	40	4	16	86.25
16	40	4	32	12.5
16	40	4	64	90
16	40	8	2	37.5
16	40	8	4	22.5
16	40	8	8	46.25
16	40	8	16	96.25
16	40	8	32	88.75
16	40	8	64	87.5
16	40	16	2	25
16	40	16	4	12.5
16	40	16	8	42.5
16	40	16	16	67.5
16	40	16	32	26.25
16	40	16	64	58.75
16	40	32	2	12.5
16	40	32	4	21.25
16	40	32	8	27.5
16	40	32	16	35
16	40	32	32	37.5
16	40	32	64	12.5
16	50	2	2	62.5
16	50	2	4	86.25
16	50	2	8	85
16	50	2	16	96.25
16	50	2	32	88.75
16	50	2	64	97.5
16	50	4	2	25
16	50	4	4	56.25
16	50	4	8	83.75
16	50	4	16	86.25
16	50	4	32	12.5
16	50	4	64	72.5
16	50	8	2	27.5
16	50	8	4	12.5
16	50	8	8	12.5
16	50	8	16	73.75
16	50	8	32	85
16	50	8	64	85
16	50	16	2	12.5
16	50	16	4	12.5
16	50	16	8	45
16	50	16	16	60
16	50	16	32	65
16	50	16	64	96.25
16	50	32	2	18.75
16	50	32	4	18.75
16	50	32	8	30
16	50	32	16	12.5
16	50	32	32	43.75
16	50	32	64	55
16	60	2	2	30
16	60	2	4	50
16	60	2	8	87.5
16	60	2	16	12.5
16	60	2	32	98.75
16	60	2	64	96.25
16	60	4	2	12.5
16	60	4	4	67.5
16	60	4	8	91.25
16	60	4	16	12.5
16	60	4	32	88.75
16	60	4	64	90
16	60	8	2	35
16	60	8	4	35
16	60	8	8	82.5
16	60	8	16	83.75
16	60	8	32	88.75
16	60	8	64	97.5
16	60	16	2	12.5
16	60	16	4	27.5
16	60	16	8	20
16	60	16	16	75
16	60	16	32	87.5
16	60	16	64	90
16	60	32	2	21.25
16	60	32	4	12.5
16	60	32	8	30
16	60	32	16	37.5
16	60	32	32	45
16	60	32	64	60
16	100	2	2	12.5
16	100	2	4	92.5
16	100	2	8	12.5
16	100	2	16	86.25
16	100	2	32	97.5
16	100	2	64	98.75
16	100	4	2	78.75
16	100	4	4	12.5
16	100	4	8	96.25
16	100	4	16	90
16	100	4	32	91.25
16	100	4	64	97.5
16	100	8	2	12.5
16	100	8	4	81.25
16	100	8	8	12.5
16	100	8	16	12.5
16	100	8	32	86.25
16	100	8	64	12.5
16	100	16	2	12.5
16	100	16	4	55
16	100	16	8	81.25
16	100	16	16	88.75
16	100	16	32	77.5
16	100	16	64	81.25
16	100	32	2	12.5
16	100	32	4	31.25
16	100	32	8	25
16	100	32	16	62.5
16	100	32	32	61.25
16	100	32	64	12.5
Jumlah Input pada Flatten	Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Akurasi (%)
32	5	2	2	12.5
32	5	2	4	12.5
32	5	2	8	43.75
32	5	2	16	50
32	5	2	32	81.25
32	5	2	64	56.25
32	5	4	2	18.75
32	5	4	4	12.5
32	5	4	8	31.25
32	5	4	16	58.75
32	5	4	32	23.75
32	5	4	64	53.75
32	5	8	2	12.5
32	5	8	4	13.75
32	5	8	8	17.5
32	5	8	16	23.75
32	5	8	32	52.5
32	5	8	64	48.75
32	5	16	2	12.5
32	5	16	4	3.75
32	5	16	8	18.75
32	5	16	16	35
32	5	16	32	52.5
32	5	16	64	58.75
32	5	32	2	12.5
32	5	32	4	5
32	5	32	8	12.5
32	5	32	16	21.25
32	5	32	32	15
32	5	32	64	43.75
32	10	2	2	25
32	10	2	4	25
32	10	2	8	67.5
32	10	2	16	100
32	10	2	32	100
32	10	2	64	12.5
32	10	4	2	38.75
32	10	4	4	38.75
32	10	4	8	12.5
32	10	4	16	82.5
32	10	4	32	96.25
32	10	4	64	98.75
32	10	8	2	12.5
32	10	8	4	25
32	10	8	8	48.75
32	10	8	16	31.25
32	10	8	32	51.25
32	10	8	64	81.25
32	10	16	2	13.75
32	10	16	4	12.5
32	10	16	8	25
32	10	16	16	30
32	10	16	32	12.5
32	10	16	64	97.5
32	10	32	2	12.5
32	10	32	4	12.5
32	10	32	8	37.5
32	10	32	16	38.75
32	10	32	32	57.5
32	10	32	64	48.75
32	15	2	2	25
32	15	2	4	81.25
32	15	2	8	98.75
32	15	2	16	27.5
32	15	2	32	12.5
32	15	2	64	100
32	15	4	2	25
32	15	4	4	42.5
32	15	4	8	98.75
32	15	4	16	71.25
32	15	4	32	100
32	15	4	64	100
32	15	8	2	36.25
32	15	8	4	25
32	15	8	8	12.5
32	15	8	16	71.25
32	15	8	32	97.5
32	15	8	64	12.5
32	15	16	2	12.5
32	15	16	4	25
32	15	16	8	6.25
32	15	16	16	12.5
32	15	16	32	75
32	15	16	64	75
32	15	32	2	15
32	15	32	4	17.5
32	15	32	8	12.5
32	15	32	16	36.25
32	15	32	32	27.5
32	15	32	64	12.5
32	20	2	2	26.25
32	20	2	4	97.5
32	20	2	8	98.75
32	20	2	16	100
32	20	2	32	100
32	20	2	64	100
32	20	4	2	45
32	20	4	4	50
32	20	4	8	12.5
32	20	4	16	97.5
32	20	4	32	100
32	20	4	64	100
32	20	8	2	12.5
32	20	8	4	37.5
32	20	8	8	56.25
32	20	8	16	85
32	20	8	32	100
32	20	8	64	100
32	20	16	2	12.5
32	20	16	4	36.25
32	20	16	8	65
32	20	16	16	71.25
32	20	16	32	81.25
32	20	16	64	95
32	20	32	2	25
32	20	32	4	12.5
32	20	32	8	15
32	20	32	16	61.25
32	20	32	32	46.25
32	20	32	64	66.25
32	25	2	2	28.75
32	25	2	4	12.5
32	25	2	8	100
32	25	2	16	98.75
32	25	2	32	100
32	25	2	64	100
32	25	4	2	50
32	25	4	4	62.5
32	25	4	8	95
32	25	4	16	100
32	25	4	32	100
32	25	4	64	100
32	25	8	2	23.75
32	25	8	4	25
32	25	8	8	87.5
32	25	8	16	96.25
32	25	8	32	82.5
32	25	8	64	100
32	25	16	2	12.5
32	25	16	4	26.25
32	25	16	8	12.5
32	25	16	16	71.25
32	25	16	32	87.5
32	25	16	64	96.25
32	25	32	2	11.25
32	25	32	4	25
32	25	32	8	58.75
32	25	32	16	52.5
32	25	32	32	43.75
32	25	32	64	67.5
32	30	2	2	58.75
32	30	2	4	72.5
32	30	2	8	100
32	30	2	16	100
32	30	2	32	100
32	30	2	64	100
32	30	4	2	12.5
32	30	4	4	8.75
32	30	4	8	12.5
32	30	4	16	100
32	30	4	32	12.5
32	30	4	64	100
32	30	8	2	38.75
32	30	8	4	80
32	30	8	8	100
32	30	8	16	95
32	30	8	32	12.5
32	30	8	64	100
32	30	16	2	25
32	30	16	4	12.5
32	30	16	8	12.5
32	30	16	16	58.75
32	30	16	32	12.5
32	30	16	64	100
32	30	32	2	12.5
32	30	32	4	12.5
32	30	32	8	33.75
32	30	32	16	47.5
32	30	32	32	12.5
32	30	32	64	12.5
32	35	2	2	67.5
32	35	2	4	88.75
32	35	2	8	97.5
32	35	2	16	12.5
32	35	2	32	12.5
32	35	2	64	12.5
32	35	4	2	46.25
32	35	4	4	86.25
32	35	4	8	100
32	35	4	16	12.5
32	35	4	32	100
32	35	4	64	96.25
32	35	8	2	12.5
32	35	8	4	72.5
32	35	8	8	100
32	35	8	16	100
32	35	8	32	100
32	35	8	64	100
32	35	16	2	12.5
32	35	16	4	32.5
32	35	16	8	65
32	35	16	16	88.75
32	35	16	32	100
32	35	16	64	100
32	35	32	2	13.75
32	35	32	4	12.5
32	35	32	8	35
32	35	32	16	46.25
32	35	32	32	88.75
32	35	32	64	12.5
32	40	2	2	12.5
32	40	2	4	12.5
32	40	2	8	100
32	40	2	16	100
32	40	2	32	100
32	40	2	64	100
32	40	4	2	61.25
32	40	4	4	97.5
32	40	4	8	100
32	40	4	16	100
32	40	4	32	100
32	40	4	64	100
32	40	8	2	41.25
32	40	8	4	92.5
32	40	8	8	98.75
32	40	8	16	100
32	40	8	32	98.75
32	40	8	64	100
32	40	16	2	25
32	40	16	4	23.75
32	40	16	8	76.25
32	40	16	16	100
32	40	16	32	100
32	40	16	64	100
32	40	32	2	15
32	40	32	4	25
32	40	32	8	35
32	40	32	16	61.25
32	40	32	32	81.25
32	40	32	64	76.25
32	50	2	2	61.25
32	50	2	4	87.5
32	50	2	8	100
32	50	2	16	100
32	50	2	32	100
32	50	2	64	12.5
32	50	4	2	80
32	50	4	4	92.5
32	50	4	8	12.5
32	50	4	16	100
32	50	4	32	100
32	50	4	64	100
32	50	8	2	30
32	50	8	4	83.75
32	50	8	8	100
32	50	8	16	100
32	50	8	32	100
32	50	8	64	100
32	50	16	2	26.25
32	50	16	4	23.75
32	50	16	8	83.75
32	50	16	16	100
32	50	16	32	12.5
32	50	16	64	100
32	50	32	2	12.5
32	50	32	4	12.5
32	50	32	8	50
32	50	32	16	95
32	50	32	32	100
32	50	32	64	86.25
32	60	2	2	45
32	60	2	4	100
32	60	2	8	100
32	60	2	16	100
32	60	2	32	12.5
32	60	2	64	100
32	60	4	2	45
32	60	4	4	100
32	60	4	8	100
32	60	4	16	98.75
32	60	4	32	100
32	60	4	64	100
32	60	8	2	48.75
32	60	8	4	100
32	60	8	8	12.5
32	60	8	16	100
32	60	8	32	100
32	60	8	64	12.5
32	60	16	2	27.5
32	60	16	4	73.75
32	60	16	8	70
32	60	16	16	12.5
32	60	16	32	97.5
32	60	16	64	100
32	60	32	2	20
32	60	32	4	45
32	60	32	8	12.5
32	60	32	16	86.25
32	60	32	32	98.75
32	60	32	64	12.5
32	100	2	2	56.25
32	100	2	4	100
32	100	2	8	100
32	100	2	16	100
32	100	2	32	100
32	100	2	64	100
32	100	4	2	71.25
32	100	4	4	97.5
32	100	4	8	12.5
32	100	4	16	100
32	100	4	32	100
32	100	4	64	100
32	100	8	2	12.5
32	100	8	4	100
32	100	8	8	100
32	100	8	16	98.75
32	100	8	32	100
32	100	8	64	100
32	100	16	2	25
32	100	16	4	83.75
32	100	16	8	100
32	100	16	16	100
32	100	16	32	100
32	100	16	64	100
32	100	32	2	47.5
32	100	32	4	12.5
32	100	32	8	62.5
32	100	32	16	100
32	100	32	32	100
32	100	32	64	100
Jumlah Input pada Flatten	Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Akurasi (%)
64	5	2	2	18.75
64	5	2	4	25
64	5	2	8	53.75
64	5	2	16	72.5
64	5	2	32	12.5
64	5	2	64	12.5
64	5	4	2	12.5
64	5	4	4	27.5
64	5	4	8	12.5
64	5	4	16	47.5
64	5	4	32	92.5
64	5	4	64	93.75
64	5	8	2	26.25
64	5	8	4	31.25
64	5	8	8	12.5
64	5	8	16	55
64	5	8	32	85
64	5	8	64	92.5
64	5	16	2	28.75
64	5	16	4	12.5
64	5	16	8	12.5
64	5	16	16	12.5
64	5	16	32	31.25
64	5	16	64	31.25
64	5	32	2	12.5
64	5	32	4	23.75
64	5	32	8	20
64	5	32	16	15
64	5	32	32	22.5
64	5	32	64	20
64	10	2	2	50
64	10	2	4	48.75
64	10	2	8	100
64	10	2	16	100
64	10	2	32	100
64	10	2	64	100
64	10	4	2	23.75
64	10	4	4	47.5
64	10	4	8	75
64	10	4	16	67.5
64	10	4	32	12.5
64	10	4	64	100
64	10	8	2	25
64	10	8	4	12.5
64	10	8	8	52.5
64	10	8	16	67.5
64	10	8	32	12.5
64	10	8	64	12.5
64	10	16	2	25
64	10	16	4	25
64	10	16	8	22.5
64	10	16	16	61.25
64	10	16	32	85
64	10	16	64	90
64	10	32	2	12.5
64	10	32	4	26.25
64	10	32	8	12.5
64	10	32	16	47.5
64	10	32	32	38.75
64	10	32	64	25
64	15	2	2	25
64	15	2	4	75
64	15	2	8	100
64	15	2	16	12.5
64	15	2	32	100
64	15	2	64	100
64	15	4	2	12.5
64	15	4	4	12.5
64	15	4	8	25
64	15	4	16	98.75
64	15	4	32	100
64	15	4	64	12.5
64	15	8	2	16.25
64	15	8	4	12.5
64	15	8	8	66.25
64	15	8	16	12.5
64	15	8	32	100
64	15	8	64	100
64	15	16	2	17.5
64	15	16	4	25
64	15	16	8	50
64	15	16	16	52.5
64	15	16	32	52.5
64	15	16	64	98.75
64	15	32	2	12.5
64	15	32	4	23.75
64	15	32	8	12.5
64	15	32	16	56.25
64	15	32	32	70
64	15	32	64	57.5
64	20	2	2	12.5
64	20	2	4	87.5
64	20	2	8	12.5
64	20	2	16	100
64	20	2	32	12.5
64	20	2	64	100
64	20	4	2	45
64	20	4	4	12.5
64	20	4	8	100
64	20	4	16	100
64	20	4	32	98.75
64	20	4	64	100
64	20	8	2	12.5
64	20	8	4	43.75
64	20	8	8	91.25
64	20	8	16	100
64	20	8	32	100
64	20	8	64	100
64	20	16	2	38.75
64	20	16	4	40
64	20	16	8	35
64	20	16	16	81.25
64	20	16	32	97.5
64	20	16	64	100
64	20	32	2	17.5
64	20	32	4	12.5
64	20	32	8	26.25
64	20	32	16	12.5
64	20	32	32	95
64	20	32	64	76.25
64	25	2	2	51.25
64	25	2	4	77.5
64	25	2	8	100
64	25	2	16	100
64	25	2	32	100
64	25	2	64	100
64	25	4	2	12.5
64	25	4	4	42.5
64	25	4	8	100
64	25	4	16	100
64	25	4	32	100
64	25	4	64	100
64	25	8	2	12.5
64	25	8	4	62.5
64	25	8	8	12.5
64	25	8	16	100
64	25	8	32	12.5
64	25	8	64	100
64	25	16	2	12.5
64	25	16	4	12.5
64	25	16	8	36.25
64	25	16	16	12.5
64	25	16	32	98.75
64	25	16	64	100
64	25	32	2	12.5
64	25	32	4	12.5
64	25	32	8	50
64	25	32	16	73.75
64	25	32	32	12.5
64	25	32	64	100
64	30	2	2	33.75
64	30	2	4	12.5
64	30	2	8	100
64	30	2	16	100
64	30	2	32	100
64	30	2	64	100
64	30	4	2	12.5
64	30	4	4	41.25
64	30	4	8	100
64	30	4	16	12.5
64	30	4	32	100
64	30	4	64	100
64	30	8	2	32.5
64	30	8	4	62.5
64	30	8	8	85
64	30	8	16	12.5
64	30	8	32	100
64	30	8	64	100
64	30	16	2	12.5
64	30	16	4	60
64	30	16	8	61.25
64	30	16	16	12.5
64	30	16	32	100
64	30	16	64	100
64	30	32	2	23.75
64	30	32	4	23.75
64	30	32	8	62.5
64	30	32	16	37.5
64	30	32	32	100
64	30	32	64	100
64	35	2	2	12.5
64	35	2	4	12.5
64	35	2	8	100
64	35	2	16	100
64	35	2	32	12.5
64	35	2	64	100
64	35	4	2	26.25
64	35	4	4	12.5
64	35	4	8	100
64	35	4	16	100
64	35	4	32	12.5
64	35	4	64	100
64	35	8	2	55
64	35	8	4	12.5
64	35	8	8	100
64	35	8	16	100
64	35	8	32	12.5
64	35	8	64	100
64	35	16	2	46.25
64	35	16	4	31.25
64	35	16	8	62.5
64	35	16	16	98.75
64	35	16	32	100
64	35	16	64	100
64	35	32	2	33.75
64	35	32	4	12.5
64	35	32	8	51.25
64	35	32	16	12.5
64	35	32	32	31.25
64	35	32	64	100
64	40	2	2	68.75
64	40	2	4	98.75
64	40	2	8	100
64	40	2	16	100
64	40	2	32	12.5
64	40	2	64	12.5
64	40	4	2	12.5
64	40	4	4	100
64	40	4	8	12.5
64	40	4	16	100
64	40	4	32	100
64	40	4	64	100
64	40	8	2	46.25
64	40	8	4	87.5
64	40	8	8	58.75
64	40	8	16	100
64	40	8	32	100
64	40	8	64	100
64	40	16	2	32.5
64	40	16	4	12.5
64	40	16	8	12.5
64	40	16	16	12.5
64	40	16	32	100
64	40	16	64	97.5
64	40	32	2	12.5
64	40	32	4	23.75
64	40	32	8	37.5
64	40	32	16	75
64	40	32	32	100
64	40	32	64	100
64	50	2	2	85
64	50	2	4	98.75
64	50	2	8	100
64	50	2	16	100
64	50	2	32	100
64	50	2	64	100
64	50	4	2	66.25
64	50	4	4	97.5
64	50	4	8	100
64	50	4	16	98.75
64	50	4	32	12.5
64	50	4	64	100
64	50	8	2	58.75
64	50	8	4	92.5
64	50	8	8	100
64	50	8	16	100
64	50	8	32	12.5
64	50	8	64	12.5
64	50	16	2	58.75
64	50	16	4	47.5
64	50	16	8	100
64	50	16	16	98.75
64	50	16	32	100
64	50	16	64	100
64	50	32	2	12.5
64	50	32	4	41.25
64	50	32	8	12.5
64	50	32	16	98.75
64	50	32	32	97.5
64	50	32	64	100
64	60	2	2	35
64	60	2	4	97.5
64	60	2	8	100
64	60	2	16	12.5
64	60	2	32	100
64	60	2	64	98.75
64	60	4	2	12.5
64	60	4	4	12.5
64	60	4	8	98.75
64	60	4	16	100
64	60	4	32	100
64	60	4	64	12.5
64	60	8	2	25
64	60	8	4	12.5
64	60	8	8	100
64	60	8	16	100
64	60	8	32	100
64	60	8	64	100
64	60	16	2	37.5
64	60	16	4	68.75
64	60	16	8	98.75
64	60	16	16	100
64	60	16	32	100
64	60	16	64	100
64	60	32	2	12.5
64	60	32	4	72.5
64	60	32	8	12.5
64	60	32	16	98.75
64	60	32	32	98.75
64	60	32	64	100
64	100	2	2	12.5
64	100	2	4	100
64	100	2	8	12.5
64	100	2	16	100
64	100	2	32	12.5
64	100	2	64	100
64	100	4	2	95
64	100	4	4	12.5
64	100	4	8	100
64	100	4	16	100
64	100	4	32	100
64	100	4	64	100
64	100	8	2	12.5
64	100	8	4	98.75
64	100	8	8	100
64	100	8	16	100
64	100	8	32	100
64	100	8	64	100
64	100	16	2	80
64	100	16	4	77.5
64	100	16	8	100
64	100	16	16	100
64	100	16	32	100
64	100	16	64	100
64	100	32	2	62.5
64	100	32	4	12.5
64	100	32	8	71.25
64	100	32	16	12.5
64	100	32	32	100
64	100	32	64	100
Jumlah Input pada Flatten	Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Akurasi (%)
128	5	2	2	25
128	5	2	4	12.5
128	5	2	8	51.25
128	5	2	16	92.5
128	5	2	32	100
128	5	2	64	100
128	5	4	2	25
128	5	4	4	26.25
128	5	4	8	22.5
128	5	4	16	37.5
128	5	4	32	71.25
128	5	4	64	12.5
128	5	8	2	17.5
128	5	8	4	12.5
128	5	8	8	40
128	5	8	16	40
