Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)						
2	5	16	8	25							
2	5	16	16	12.5							
2	5	16	32	50							
2	5	16	64	72.5							
2	5	16	128	92.5							
2	5	16	256	12.5							
2	5	16	512	87.5							
2	5	16	1024	100							
2	5	32	8	12.5							
2	5	32	16	31.25							
2	5	32	32	81.25							
2	5	32	64	12.5							
2	5	32	128	100							
2	5	32	256	100							
2	5	32	512	98.75							
2	5	32	1024	100							
2	5	64	8	12.5							
2	5	64	16	52.5							
2	5	64	32	56.25							
2	5	64	64	12.5							
2	5	64	128	100							
2	5	64	256	12.5							
2	5	64	512	100							
2	5	64	1024	12.5							
2	10	2	8	12.5							
2	10	2	16	17.5							
2	10	2	32	25							
2	10	2	64	50							
2	10	2	128	12.5							
2	10	2	256	26.25							
2	10	2	512	12.5							
2	10	2	1024	31.25							
2	10	4	8	12.5							
2	10	4	16	25							
2	10	4	32	25							
2	10	4	64	48.75							
2	10	4	128	71.25							
2	10	4	256	85							
2	10	4	512	58.75							
2	10	4	1024	12.5							
2	10	8	8	25							
2	10	8	16	30							
2	10	8	32	67.5							
2	10	8	64	100							
2	10	8	128	100							
2	10	8	256	100							
2	10	8	512	91.25							
2	10	8	1024	12.5							
2	10	16	8	17.5							
2	10	16	16	53.75							
2	10	16	32	100							
2	10	16	64	100							
2	10	16	128	100							
2	10	16	256	100							
2	10	16	512	12.5							
2	10	16	1024	100							
2	10	32	8	26.25							
2	10	32	16	80							
2	10	32	32	100							
2	10	32	64	100							
2	10	32	128	100							
2	10	32	256	100							
2	10	32	512	100							
2	10	32	1024	100							
2	10	64	8	32.5							
2	10	64	16	82.5							
2	10	64	32	12.5							
2	10	64	64	100							
2	10	64	128	100							
2	10	64	256	12.5							
2	10	64	512	100							
2	10	64	1024	100							
2	15	2	8	22.5							
2	15	2	16	10							
2	15	2	32	25							
2	15	2	64	25							
2	15	2	128	52.5							
2	15	2	256	46.25							
2	15	2	512	58.75							
2	15	2	1024	56.25							
2	15	4	8	12.5							
2	15	4	16	30							
2	15	4	32	81.25							
2	15	4	64	75							
2	15	4	128	97.5							
2	15	4	256	25							
2	15	4	512	93.75							
2	15	4	1024	86.25							
2	15	8	8	25							
2	15	8	16	47.5							
2	15	8	32	98.75							
2	15	8	64	100							
2	15	8	128	100							
2	15	8	256	97.5							
2	15	8	512	12.5							
2	15	8	1024	100							
2	15	16	8	31.25							
2	15	16	16	12.5							
2	15	16	32	27.5							
2	15	16	64	12.5							
2	15	16	128	100							
2	15	16	256	100							
2	15	16	512	100							
2	15	16	1024	100							
2	15	32	8	45							
2	15	32	16	95							
2	15	32	32	12.5							
2	15	32	64	100							
2	15	32	128	12.5							
2	15	32	256	100							
2	15	32	512	100							
2	15	32	1024	12.5							
2	15	64	8	43.75							
2	15	64	16	87.5							
2	15	64	32	100							
2	15	64	64	100							
2	15	64	128	100							
2	15	64	256	12.5							
2	15	64	512	100							
2	15	64	1024	100							
2	20	2	8	12.5							
2	20	2	16	12.5							
2	20	2	32	26.25							
2	20	2	64	12.5							
2	20	2	128	26.25							
2	20	2	256	12.5							
2	20	2	512	57.5							
2	20	2	1024	12.5							
2	20	4	8	21.25							
2	20	4	16	45							
2	20	4	32	97.5							
2	20	4	64	87.5							
2	20	4	128	86.25							
2	20	4	256	67.5							
2	20	4	512	58.75							
2	20	4	1024	90							
2	20	8	8	33.75							
2	20	8	16	12.5							
2	20	8	32	98.75							
2	20	8	64	12.5							
2	20	8	128	100							
2	20	8	256	100							
2	20	8	512	100							
2	20	8	1024	100							
2	20	16	8	32.5							
2	20	16	16	80							
2	20	16	32	100							
2	20	16	64	100							
2	20	16	128	100							
2	20	16	256	12.5							
2	20	16	512	100							
2	20	16	1024	100							
2	20	32	8	57.5							
2	20	32	16	92.5							
2	20	32	32	100							
2	20	32	64	12.5							
2	20	32	128	100							
2	20	32	256	100							
2	20	32	512	100							
2	20	32	1024	12.5							
2	20	64	8	43.75							
2	20	64	16	92.5							
2	20	64	32	100							
2	20	64	64	100							
2	20	64	128	100							
2	20	64	256	100							
2	20	64	512	100							
2	20	64	1024	100							
2	25	2	8	12.5							
2	25	2	16	31.25							
2	25	2	32	28.75							
2	25	2	64	51.25							
2	25	2	128	12.5							
2	25	2	256	26.25							
2	25	2	512	77.5							
2	25	2	1024	73.75							
2	25	4	8	31.25							
2	25	4	16	25							
2	25	4	32	12.5							
2	25	4	64	77.5							
2	25	4	128	98.75							
2	25	4	256	25							
2	25	4	512	86.25							
2	25	4	1024	12.5							
2	25	8	8	37.5							
2	25	8	16	93.75							
2	25	8	32	100							
2	25	8	64	100							
2	25	8	128	100							
2	25	8	256	100							
2	25	8	512	100							
2	25	8	1024	100							
2	25	16	8	12.5							
2	25	16	16	83.75							
2	25	16	32	98.75							
2	25	16	64	100							
2	25	16	128	100							
2	25	16	256	100							
2	25	16	512	100							
2	25	16	1024	100							
2	25	32	8	28.75							
2	25	32	16	83.75							
2	25	32	32	100							
2	25	32	64	100							
2	25	32	128	12.5							
2	25	32	256	100							
2	25	32	512	100							
2	25	32	1024	100							
2	25	64	8	12.5							
2	25	64	16	92.5							
2	25	64	32	100							
2	25	64	64	100							
2	25	64	128	100							
2	25	64	256	100							
2	25	64	512	100							
2	25	64	1024	12.5							
2	30	2	8	31.25							
2	30	2	16	12.5							
2	30	2	32	58.75							
2	30	2	64	33.75							
2	30	2	128	53.75							
2	30	2	256	12.5							
2	30	2	512	12.5							
2	30	2	1024	12.5							
2	30	4	8	12.5							
2	30	4	16	73.75							
2	30	4	32	72.5							
2	30	4	64	12.5							
2	30	4	128	97.5							
2	30	4	256	12.5							
2	30	4	512	93.75							
2	30	4	1024	96.25							
2	30	8	8	12.5							
2	30	8	16	92.5							
2	30	8	32	100							
2	30	8	64	100							
2	30	8	128	100							
2	30	8	256	100							
2	30	8	512	100							
2	30	8	1024	100							
2	30	16	8	30							
2	30	16	16	98.75							
2	30	16	32	100							
2	30	16	64	100							
2	30	16	128	12.5							
2	30	16	256	100							
2	30	16	512	100							
2	30	16	1024	12.5							
2	30	32	8	51.25							
2	30	32	16	12.5							
2	30	32	32	100							
2	30	32	64	100							
2	30	32	128	100							
2	30	32	256	100							
2	30	32	512	100							
2	30	32	1024	100							
2	30	64	8	47.5							
2	30	64	16	12.5							
2	30	64	32	100							
2	30	64	64	100							
2	30	64	128	100							
2	30	64	256	100							
2	30	64	512	100							
2	30	64	1024	100							
2	35	2	8	25							
2	35	2	16	28.75							
2	35	2	32	67.5							
2	35	2	64	12.5							
2	35	2	128	28.75							
2	35	2	256	12.5							
2	35	2	512	73.75							
2	35	2	1024	85							
2	35	4	8	45							
2	35	4	16	12.5							
2	35	4	32	88.75							
2	35	4	64	12.5							
2	35	4	128	93.75							
2	35	4	256	100							
2	35	4	512	95							
2	35	4	1024	91.25							
2	35	8	8	12.5							
2	35	8	16	88.75							
2	35	8	32	97.5							
2	35	8	64	100							
2	35	8	128	100							
2	35	8	256	78.75							
2	35	8	512	100							
2	35	8	1024	100							
2	35	16	8	12.5							
2	35	16	16	85							
2	35	16	32	12.5							
2	35	16	64	100							
2	35	16	128	100							
2	35	16	256	100							
2	35	16	512	100							
2	35	16	1024	100							
2	35	32	8	12.5							
2	35	32	16	12.5							
2	35	32	32	12.5							
2	35	32	64	12.5							
2	35	32	128	100							
2	35	32	256	100							
2	35	32	512	100							
2	35	32	1024	100							
2	35	64	8	45							
2	35	64	16	96.25							
2	35	64	32	12.5							
2	35	64	64	100							
2	35	64	128	12.5							
2	35	64	256	100							
2	35	64	512	100							
2	35	64	1024	100							
2	40	2	8	45							
2	40	2	16	27.5							
2	40	2	32	12.5							
2	40	2	64	68.75							
2	40	2	128	60							
2	40	2	256	52.5							
2	40	2	512	12.5							
2	40	2	1024	83.75							
2	40	4	8	41.25							
2	40	4	16	47.5							
2	40	4	32	12.5							
2	40	4	64	98.75							
2	40	4	128	12.5							
2	40	4	256	12.5							
2	40	4	512	87.5							
2	40	4	1024	28.75							
2	40	8	8	43.75							
2	40	8	16	83.75							
2	40	8	32	100							
2	40	8	64	100							
2	40	8	128	100							
2	40	8	256	12.5							
2	40	8	512	12.5							
2	40	8	1024	12.5							
2	40	16	8	46.25							
2	40	16	16	63.75							
2	40	16	32	100							
2	40	16	64	100							
2	40	16	128	100							
2	40	16	256	12.5							
2	40	16	512	100							
2	40	16	1024	100							
2	40	32	8	51.25							
2	40	32	16	87.5							
2	40	32	32	100							
2	40	32	64	12.5							
2	40	32	128	100							
2	40	32	256	100							
2	40	32	512	100							
2	40	32	1024	100							
2	40	64	8	56.25							
2	40	64	16	88.75							
2	40	64	32	100							
2	40	64	64	12.5							
2	40	64	128	100							
2	40	64	256	12.5							
2	40	64	512	100							
2	40	64	1024	12.5							
2	50	2	8	12.5							
2	50	2	16	62.5							
2	50	2	32	61.25							
2	50	2	64	85							
2	50	2	128	12.5							
2	50	2	256	43.75							
2	50	2	512	12.5							
2	50	2	1024	67.5							
2	50	4	8	12.5							
2	50	4	16	86.25							
2	50	4	32	87.5							
2	50	4	64	98.75							
2	50	4	128	100							
2	50	4	256	100							
2	50	4	512	100							
2	50	4	1024	12.5							
2	50	8	8	56.25							
2	50	8	16	85							
2	50	8	32	100							
2	50	8	64	100							
2	50	8	128	100							
2	50	8	256	100							
2	50	8	512	100							
2	50	8	1024	12.5							
2	50	16	8	56.25							
2	50	16	16	96.25							
2	50	16	32	100							
2	50	16	64	100							
2	50	16	128	100							
2	50	16	256	100							
2	50	16	512	12.5							
2	50	16	1024	100							
2	50	32	8	55							
2	50	32	16	88.75							
2	50	32	32	100							
2	50	32	64	100							
2	50	32	128	100							
2	50	32	256	100							
2	50	32	512	100							
2	50	32	1024	100							
2	50	64	8	51.25							
2	50	64	16	97.5							
2	50	64	32	12.5							
2	50	64	64	100							
2	50	64	128	100							
2	50	64	256	12.5							
2	50	64	512	100							
2	50	64	1024	100							
2	60	2	8	25							
2	60	2	16	30							
2	60	2	32	45							
2	60	2	64	35							
2	60	2	128	92.5							
2	60	2	256	72.5							
2	60	2	512	71.25							
2	60	2	1024	85							
2	60	4	8	12.5							
2	60	4	16	50							
2	60	4	32	100							
2	60	4	64	97.5							
2	60	4	128	98.75							
2	60	4	256	42.5							
2	60	4	512	100							
2	60	4	1024	93.75							
2	60	8	8	58.75							
2	60	8	16	87.5							
2	60	8	32	100							
2	60	8	64	100							
2	60	8	128	100							
2	60	8	256	100							
2	60	8	512	12.5							
2	60	8	1024	100							
2	60	16	8	48.75							
2	60	16	16	12.5							
2	60	16	32	100							
2	60	16	64	12.5							
2	60	16	128	100							
2	60	16	256	100							
2	60	16	512	100							
2	60	16	1024	100							
2	60	32	8	53.75							
2	60	32	16	98.75							
2	60	32	32	12.5							
2	60	32	64	100							
2	60	32	128	12.5							
2	60	32	256	100							
2	60	32	512	100							
2	60	32	1024	12.5							
2	60	64	8	52.5							
2	60	64	16	96.25							
2	60	64	32	100							
2	60	64	64	98.75							
2	60	64	128	100							
2	60	64	256	12.5							
2	60	64	512	100							
2	60	64	1024	100							
2	100	2	8	12.5							
2	100	2	16	12.5							
2	100	2	32	56.25							
2	100	2	64	12.5							
2	100	2	128	45							
2	100	2	256	12.5							
2	100	2	512	90							
2	100	2	1024	12.5							
2	100	4	8	41.25							
2	100	4	16	92.5							
2	100	4	32	100							
2	100	4	64	100							
2	100	4	128	100							
2	100	4	256	92.5							
2	100	4	512	82.5							
2	100	4	1024	98.75							
2	100	8	8	55							
2	100	8	16	12.5							
2	100	8	32	100							
2	100	8	64	12.5							
2	100	8	128	100							
2	100	8	256	100							
2	100	8	512	100							
2	100	8	1024	100							
2	100	16	8	57.5							
2	100	16	16	86.25							
2	100	16	32	100							
2	100	16	64	100							
2	100	16	128	98.75							
2	100	16	256	12.5							
2	100	16	512	100							
2	100	16	1024	100							
2	100	32	8	57.5							
2	100	32	16	97.5							
2	100	32	32	100							
2	100	32	64	12.5							
2	100	32	128	100							
2	100	32	256	100							
2	100	32	512	100							
2	100	32	1024	12.5							
2	100	64	8	56.25							
2	100	64	16	98.75							
2	100	64	32	100							
2	100	64	64	100							
2	100	64	128	100							
2	100	64	256	98.75							
2	100	64	512	100							
2	100	64	1024	100							
Jumlah Batch Size	Jumlah Epoch	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
4	5	2	8	20
4	5	2	16	12.5
4	5	2	32	18.75
4	5	2	64	12.5
4	5	2	128	25
4	5	2	256	12.5
4	5	2	512	12.5
4	5	2	1024	13.75
4	5	4	8	12.5
4	5	4	16	22.5
4	5	4	32	12.5
4	5	4	64	27.5
4	5	4	128	26.25
4	5	4	256	12.5
4	5	4	512	12.5
4	5	4	1024	26.25
4	5	8	8	12.5
4	5	8	16	12.5
4	5	8	32	31.25
4	5	8	64	12.5
4	5	8	128	22.5
4	5	8	256	48.75
4	5	8	512	33.75
4	5	8	1024	12.5
4	5	16	8	27.5
4	5	16	16	25
4	5	16	32	58.75
4	5	16	64	47.5
4	5	16	128	37.5
4	5	16	256	60
4	5	16	512	38.75
4	5	16	1024	12.5
4	5	32	8	16.25
4	5	32	16	12.5
4	5	32	32	23.75
4	5	32	64	92.5
4	5	32	128	71.25
4	5	32	256	98.75
4	5	32	512	12.5
4	5	32	1024	12.5
4	5	64	8	25
4	5	64	16	41.25
4	5	64	32	53.75
4	5	64	64	93.75
4	5	64	128	12.5
4	5	64	256	87.5
4	5	64	512	85
4	5	64	1024	100
4	10	2	8	12.5
4	10	2	16	5
4	10	2	32	38.75
4	10	2	64	23.75
4	10	2	128	37.5
4	10	2	256	25
4	10	2	512	25
4	10	2	1024	28.75
4	10	4	8	20
4	10	4	16	28.75
4	10	4	32	38.75
4	10	4	64	47.5
4	10	4	128	30
4	10	4	256	45
4	10	4	512	12.5
4	10	4	1024	26.25
4	10	8	8	13.75
4	10	8	16	35
4	10	8	32	12.5
4	10	8	64	75
4	10	8	128	61.25
4	10	8	256	12.5
4	10	8	512	71.25
4	10	8	1024	62.5
4	10	16	8	12.5
4	10	16	16	36.25
4	10	16	32	82.5
4	10	16	64	67.5
4	10	16	128	100
4	10	16	256	91.25
4	10	16	512	97.5
4	10	16	1024	100
4	10	32	8	12.5
4	10	32	16	12.5
4	10	32	32	96.25
4	10	32	64	12.5
4	10	32	128	100
4	10	32	256	100
4	10	32	512	12.5
4	10	32	1024	100
4	10	64	8	40
4	10	64	16	37.5
4	10	64	32	98.75
4	10	64	64	100
4	10	64	128	100
4	10	64	256	100
4	10	64	512	100
4	10	64	1024	100
4	15	2	8	12.5
4	15	2	16	12.5
4	15	2	32	25
4	15	2	64	12.5
4	15	2	128	27.5
4	15	2	256	32.5
4	15	2	512	25
4	15	2	1024	12.5
4	15	4	8	11.25
4	15	4	16	23.75
4	15	4	32	42.5
4	15	4	64	12.5
4	15	4	128	53.75
4	15	4	256	12.5
4	15	4	512	66.25
4	15	4	1024	50
4	15	8	8	36.25
4	15	8	16	47.5
4	15	8	32	98.75
4	15	8	64	25
4	15	8	128	12.5
4	15	8	256	100
4	15	8	512	12.5
4	15	8	1024	76.25
4	15	16	8	38.75
4	15	16	16	12.5
4	15	16	32	71.25
4	15	16	64	98.75
4	15	16	128	12.5
4	15	16	256	100
4	15	16	512	12.5
4	15	16	1024	100
4	15	32	8	12.5
4	15	32	16	65
4	15	32	32	100
4	15	32	64	100
4	15	32	128	100
4	15	32	256	12.5
4	15	32	512	100
4	15	32	1024	100
4	15	64	8	37.5
4	15	64	16	73.75
4	15	64	32	100
4	15	64	64	12.5
4	15	64	128	100
4	15	64	256	100
4	15	64	512	100
4	15	64	1024	100
4	20	2	8	12.5
4	20	2	16	25
4	20	2	32	45
4	20	2	64	45
4	20	2	128	43.75
4	20	2	256	57.5
4	20	2	512	58.75
4	20	2	1024	50
4	20	4	8	25
4	20	4	16	12.5
4	20	4	32	50
4	20	4	64	12.5
4	20	4	128	76.25
4	20	4	256	83.75
4	20	4	512	67.5
4	20	4	1024	97.5
4	20	8	8	12.5
4	20	8	16	23.75
4	20	8	32	12.5
4	20	8	64	100
4	20	8	128	97.5
4	20	8	256	100
4	20	8	512	12.5
4	20	8	1024	96.25
4	20	16	8	12.5
4	20	16	16	71.25
4	20	16	32	97.5
4	20	16	64	100
4	20	16	128	100
4	20	16	256	100
4	20	16	512	100
4	20	16	1024	12.5
4	20	32	8	42.5
4	20	32	16	85
4	20	32	32	100
4	20	32	64	98.75
4	20	32	128	98.75
4	20	32	256	100
4	20	32	512	100
4	20	32	1024	12.5
4	20	64	8	12.5
4	20	64	16	88.75
4	20	64	32	100
4	20	64	64	100
4	20	64	128	100
4	20	64	256	100
4	20	64	512	12.5
4	20	64	1024	100
4	25	2	8	12.5
4	25	2	16	12.5
4	25	2	32	50
4	25	2	64	12.5
4	25	2	128	50
4	25	2	256	12.5
4	25	2	512	12.5
4	25	2	1024	12.5
4	25	4	8	12.5
4	25	4	16	12.5
4	25	4	32	62.5
4	25	4	64	42.5
4	25	4	128	95
4	25	4	256	25
4	25	4	512	76.25
4	25	4	1024	12.5
4	25	8	8	23.75
4	25	8	16	58.75
4	25	8	32	95
4	25	8	64	100
4	25	8	128	12.5
4	25	8	256	100
4	25	8	512	100
4	25	8	1024	12.5
4	25	16	8	31.25
4	25	16	16	12.5
4	25	16	32	100
4	25	16	64	100
4	25	16	128	100
4	25	16	256	12.5
4	25	16	512	100
4	25	16	1024	100
4	25	32	8	32.5
4	25	32	16	93.75
4	25	32	32	100
4	25	32	64	100
4	25	32	128	100
4	25	32	256	100
4	25	32	512	100
4	25	32	1024	100
4	25	64	8	45
4	25	64	16	86.25
4	25	64	32	100
4	25	64	64	100
4	25	64	128	100
4	25	64	256	100
4	25	64	512	100
4	25	64	1024	100
4	30	2	8	23.75
4	30	2	16	12.5
4	30	2	32	12.5
4	30	2	64	12.5
4	30	2	128	12.5
4	30	2	256	57.5
4	30	2	512	25
4	30	2	1024	12.5
4	30	4	8	26.25
4	30	4	16	22.5
4	30	4	32	8.75
4	30	4	64	41.25
4	30	4	128	70
4	30	4	256	62.5
4	30	4	512	92.5
4	30	4	1024	12.5
4	30	8	8	12.5
4	30	8	16	73.75
4	30	8	32	12.5
4	30	8	64	100
4	30	8	128	100
4	30	8	256	100
4	30	8	512	100
4	30	8	1024	100
4	30	16	8	12.5
4	30	16	16	12.5
4	30	16	32	100
4	30	16	64	12.5
4	30	16	128	100
4	30	16	256	100
4	30	16	512	100
4	30	16	1024	100
4	30	32	8	32.5
4	30	32	16	95
4	30	32	32	12.5
4	30	32	64	100
4	30	32	128	100
4	30	32	256	100
4	30	32	512	12.5
4	30	32	1024	100
4	30	64	8	37.5
4	30	64	16	56.25
4	30	64	32	100
4	30	64	64	100
4	30	64	128	100
4	30	64	256	100
4	30	64	512	100
4	30	64	1024	100
4	35	2	8	12.5
4	35	2	16	33.75
4	35	2	32	46.25
4	35	2	64	26.25
4	35	2	128	50
4	35	2	256	58.75
4	35	2	512	12.5
4	35	2	1024	73.75
4	35	4	8	25
4	35	4	16	12.5
4	35	4	32	86.25
4	35	4	64	12.5
4	35	4	128	96.25
4	35	4	256	52.5
4	35	4	512	86.25
4	35	4	1024	86.25
4	35	8	8	32.5
4	35	8	16	71.25
4	35	8	32	100
4	35	8	64	100
4	35	8	128	100
4	35	8	256	100
4	35	8	512	100
4	35	8	1024	97.5
4	35	16	8	27.5
4	35	16	16	95
4	35	16	32	12.5
4	35	16	64	100
4	35	16	128	100
4	35	16	256	100
4	35	16	512	100
4	35	16	1024	100
4	35	32	8	12.5
4	35	32	16	12.5
4	35	32	32	100
4	35	32	64	12.5
4	35	32	128	100
4	35	32	256	100
4	35	32	512	100
4	35	32	1024	100
4	35	64	8	41.25
4	35	64	16	90
4	35	64	32	96.25
4	35	64	64	100
4	35	64	128	100
4	35	64	256	12.5
4	35	64	512	100
4	35	64	1024	12.5
4	40	2	8	26.25
4	40	2	16	12.5
4	40	2	32	61.25
4	40	2	64	12.5
4	40	2	128	27.5
4	40	2	256	75
4	40	2	512	26.25
4	40	2	1024	56.25
4	40	4	8	12.5
4	40	4	16	80
4	40	4	32	97.5
4	40	4	64	100
4	40	4	128	98.75
4	40	4	256	12.5
4	40	4	512	100
4	40	4	1024	97.5
4	40	8	8	12.5
4	40	8	16	65
4	40	8	32	100
4	40	8	64	12.5
4	40	8	128	67.5
4	40	8	256	100
4	40	8	512	93.75
4	40	8	1024	12.5
4	40	16	8	51.25
4	40	16	16	86.25
4	40	16	32	100
4	40	16	64	100
4	40	16	128	100
4	40	16	256	100
4	40	16	512	100
4	40	16	1024	12.5
4	40	32	8	40
4	40	32	16	12.5
4	40	32	32	100
4	40	32	64	100
4	40	32	128	100
4	40	32	256	100
4	40	32	512	12.5
4	40	32	1024	12.5
4	40	64	8	53.75
4	40	64	16	90
4	40	64	32	100
4	40	64	64	100
4	40	64	128	12.5
4	40	64	256	100
4	40	64	512	100
4	40	64	1024	100
4	50	2	8	12.5
4	50	2	16	25
4	50	2	32	80
4	50	2	64	66.25
4	50	2	128	85
4	50	2	256	67.5
4	50	2	512	28.75
4	50	2	1024	61.25
4	50	4	8	33.75
4	50	4	16	56.25
4	50	4	32	92.5
4	50	4	64	97.5
4	50	4	128	93.75
4	50	4	256	98.75
4	50	4	512	68.75
4	50	4	1024	70
4	50	8	8	40
4	50	8	16	83.75
4	50	8	32	12.5
4	50	8	64	100
4	50	8	128	100
4	50	8	256	12.5
4	50	8	512	100
4	50	8	1024	100
4	50	16	8	43.75
4	50	16	16	86.25
4	50	16	32	100
4	50	16	64	98.75
4	50	16	128	100
4	50	16	256	100
4	50	16	512	100
4	50	16	1024	100
4	50	32	8	12.5
4	50	32	16	12.5
4	50	32	32	100
4	50	32	64	12.5
4	50	32	128	100
4	50	32	256	100
4	50	32	512	12.5
4	50	32	1024	100
4	50	64	8	53.75
4	50	64	16	72.5
4	50	64	32	100
4	50	64	64	100
4	50	64	128	98.75
4	50	64	256	100
4	50	64	512	100
4	50	64	1024	100
4	60	2	8	26.25
4	60	2	16	12.5
4	60	2	32	45
4	60	2	64	12.5
4	60	2	128	63.75
4	60	2	256	80
4	60	2	512	33.75
4	60	2	1024	12.5
4	60	4	8	40
4	60	4	16	67.5
4	60	4	32	100
4	60	4	64	12.5
4	60	4	128	100
4	60	4	256	12.5
4	60	4	512	100
4	60	4	1024	80
4	60	8	8	46.25
4	60	8	16	91.25
4	60	8	32	100
4	60	8	64	98.75
4	60	8	128	12.5
4	60	8	256	100
4	60	8	512	12.5
4	60	8	1024	100
4	60	16	8	55
4	60	16	16	12.5
4	60	16	32	98.75
4	60	16	64	100
4	60	16	128	12.5
4	60	16	256	100
4	60	16	512	12.5
4	60	16	1024	100
4	60	32	8	12.5
4	60	32	16	88.75
4	60	32	32	100
4	60	32	64	100
4	60	32	128	100
4	60	32	256	12.5
4	60	32	512	100
4	60	32	1024	100
4	60	64	8	50
4	60	64	16	90
4	60	64	32	100
4	60	64	64	12.5
4	60	64	128	100
4	60	64	256	100
4	60	64	512	100
4	60	64	1024	100
4	100	2	8	12.5
4	100	2	16	78.75
4	100	2	32	71.25
4	100	2	64	95
4	100	2	128	70
4	100	2	256	85
4	100	2	512	96.25
4	100	2	1024	86.25
4	100	4	8	47.5
4	100	4	16	12.5
4	100	4	32	97.5
4	100	4	64	12.5
4	100	4	128	98.75
4	100	4	256	100
4	100	4	512	100
4	100	4	1024	100
4	100	8	8	12.5
4	100	8	16	96.25
4	100	8	32	12.5
4	100	8	64	100
4	100	8	128	100
4	100	8	256	100
4	100	8	512	12.5
4	100	8	1024	100
4	100	16	8	12.5
4	100	16	16	90
4	100	16	32	100
4	100	16	64	100
4	100	16	128	100
4	100	16	256	100
4	100	16	512	100
4	100	16	1024	12.5
4	100	32	8	55
4	100	32	16	91.25
4	100	32	32	100
4	100	32	64	100
4	100	32	128	98.75
4	100	32	256	100
4	100	32	512	100
4	100	32	1024	12.5
4	100	64	8	12.5
4	100	64	16	97.5
4	100	64	32	100
4	100	64	64	100
4	100	64	128	100
4	100	64	256	100
4	100	64	512	12.5
4	100	64	1024	100
Jumlah Batch Size	Jumlah Epoch	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
8	5	2	8	12.5
8	5	2	16	13.75
8	5	2	32	12.5
8	5	2	64	26.25
8	5	2	128	17.5
8	5	2	256	25
8	5	2	512	12.5
8	5	2	1024	25
8	5	4	8	12.5
8	5	4	16	13.75
8	5	4	32	13.75
8	5	4	64	31.25
8	5	4	128	12.5
8	5	4	256	37.5
8	5	4	512	25
8	5	4	1024	25
8	5	8	8	12.5
8	5	8	16	23.75
8	5	8	32	17.5
8	5	8	64	12.5
8	5	8	128	40
8	5	8	256	40
8	5	8	512	36.25
8	5	8	1024	12.5
8	5	16	8	13.75
8	5	16	16	36.25
8	5	16	32	23.75
8	5	16	64	55
8	5	16	128	40
8	5	16	256	47.5
8	5	16	512	53.75
8	5	16	1024	61.25
8	5	32	8	20
8	5	32	16	22.5
8	5	32	32	52.5
8	5	32	64	85
8	5	32	128	71.25
8	5	32	256	78.75
8	5	32	512	58.75
8	5	32	1024	65
8	5	64	8	12.5
8	5	64	16	47.5
8	5	64	32	48.75
8	5	64	64	92.5
8	5	64	128	85
8	5	64	256	97.5
8	5	64	512	96.25
8	5	64	1024	100
8	10	2	8	12.5
8	10	2	16	12.5
8	10	2	32	12.5
8	10	2	64	25
8	10	2	128	12.5
8	10	2	256	12.5
8	10	2	512	12.5
8	10	2	1024	26.25
8	10	4	8	12.5
8	10	4	16	12.5
8	10	4	32	25
8	10	4	64	12.5
8	10	4	128	37.5
8	10	4	256	12.5
8	10	4	512	42.5
8	10	4	1024	21.25
8	10	8	8	12.5
8	10	8	16	12.5
8	10	8	32	48.75
8	10	8	64	52.5
8	10	8	128	12.5
8	10	8	256	70
8	10	8	512	38.75
8	10	8	1024	35
8	10	16	8	35
8	10	16	16	18.75
8	10	16	32	31.25
8	10	16	64	67.5
8	10	16	128	12.5
8	10	16	256	73.75
8	10	16	512	96.25
8	10	16	1024	37.5
8	10	32	8	25
8	10	32	16	27.5
8	10	32	32	51.25
8	10	32	64	12.5
8	10	32	128	12.5
8	10	32	256	100
8	10	32	512	68.75
8	10	32	1024	98.75
8	10	64	8	22.5
8	10	64	16	40
8	10	64	32	81.25
8	10	64	64	12.5
8	10	64	128	98.75
8	10	64	256	12.5
8	10	64	512	100
8	10	64	1024	12.5
8	15	2	8	12.5
8	15	2	16	25
8	15	2	32	36.25
8	15	2	64	16.25
8	15	2	128	12.5
8	15	2	256	16.25
8	15	2	512	18.75
8	15	2	1024	23.75
8	15	4	8	12.5
8	15	4	16	18.75
8	15	4	32	25
8	15	4	64	12.5
8	15	4	128	12.5
8	15	4	256	12.5
8	15	4	512	60
8	15	4	1024	31.25
8	15	8	8	12.5
8	15	8	16	30
8	15	8	32	12.5
8	15	8	64	66.25
8	15	8	128	12.5
8	15	8	256	42.5
8	15	8	512	57.5
8	15	8	1024	66.25
8	15	16	8	12.5
8	15	16	16	31.25
8	15	16	32	71.25
8	15	16	64	12.5
8	15	16	128	100
8	15	16	256	100
8	15	16	512	98.75
8	15	16	1024	82.5
8	15	32	8	23.75
8	15	32	16	40
8	15	32	32	97.5
8	15	32	64	100
8	15	32	128	100
8	15	32	256	100
8	15	32	512	100
8	15	32	1024	98.75
8	15	64	8	12.5
8	15	64	16	78.75
8	15	64	32	12.5
8	15	64	64	100
8	15	64	128	100
8	15	64	256	100
8	15	64	512	12.5
8	15	64	1024	100
8	20	2	8	12.5
8	20	2	16	12.5
8	20	2	32	12.5
8	20	2	64	12.5
8	20	2	128	27.5
8	20	2	256	37.5
8	20	2	512	37.5
